id,Institution Name,Institution GND,Institution Lat,Institution Lng,located at,location geonames ID,location Lat,location Lng,part of,type of location,institution website
40,Det Kongelige Bibliotek,http://d-nb.info/gnd/43027-4,55.673406,12.582663,Copenhagen,2618425,55.67594,12.56553,Denmark,city,http://www.kb.dk/da/index.html
41,Aarhus University,http://d-nb.info/gnd/42570-9,56.16888,10.20158,Aarhus,2624652,56.15674,10.21076,Denmark,city,https://international.au.dk/
42,St. Catherine's Monastery,http://d-nb.info/gnd/660210-1,28.555934,33.976037,Mount Catherine,353913,28.51,33.95463,Egypt,city,http://www.sinaimonastery.com/index.php/en/
43,Svenska Litteratursällskapet,http://d-nb.info/gnd/1005799-7,60.170814,24.955789,Kruununhaka,650744,60.17174,24.9566,Finland,city,http://www.sls.fi
44,Institut Universitaire de France,http://d-nb.info/gnd/2160908-1,48.847431,2.34872,Paris,2988507,48.85341,2.3488,France,city,http://www.iufrance.fr
45,Lafayette University Library,,45.77395,3.087964,Clermont-Ferrand,3024635,45.77966,3.08628,France,city,http://bibliotheque.clermont-universite.fr/bibliotheque-lafayette
46,Archives Nationales,,48.948111,2.3644,Pierrefitte-sur-Seine,2987271,48.96691,2.36104,France,city,http://www.archives-nationales.culture.gouv.fr/
47,Université Bordeaux Montaigne,http://d-nb.info/gnd/1081101628,44.795414,-0.616322,Bordeaux,3031582,44.84044,-0.5805,France,city,http://www.u-bordeaux-montaigne.fr/en/index.html
48,Université Paris-Sorbonne,http://d-nb.info/gnd/1210825449,48.848574,2.343257,Paris,2988507,48.85341,2.3488,France,city,https://www.sorbonne-universite.fr/universite
49,Université Sorbonne Nouvelle Paris 3,http://d-nb.info/gnd/1020917-7,48.839804,2.353901,Paris,2988507,48.85341,2.3488,France,city,http://www.univ-paris3.fr
50,École française d'Extrême-Orient,http://d-nb.info/gnd/1003498-5,48.864541,2.292172,Paris,2988507,48.85341,2.3488,France,city,http://www.efeo.fr
51,Université d’Angers,http://d-nb.info/gnd/2024963-9,47.477092,-0.549938,Angers,3037656,47.46667,-0.55,France,city,http://www.univ-angers.fr/fr/index.html
52,Université Jean Monnet Saint-Etienne,http://d-nb.info/gnd/3056310-0,45.427167,4.387831,Saint-Etienne,2980291,45.43389,4.39,France,city,https://www.univ-st-etienne.fr/fr/index.html
53,École Normale Supérieure de Lyon,http://d-nb.info/gnd/5130846-0,45.729835,4.826922,Lyon,2996944,45.74846,4.84671,France,city,http://www.ens-lyon.fr
54,CNRS (Institut de recherche et d’histoire des textes),,48.84762,2.26395,Auteuil,6545275,48.84694,2.26366,France,city,https://www.irht.cnrs.fr
55,CNRS (Centre national de la recherche scientifique),,48.847597,2.264004,Auteuil,6545275,48.84694,2.26366,France,city,http://www.cnrs.fr
56,CNRS (Centre de théorie et analyse du droit) de l’Université de Paris Nanterre,,48.903904,2.213466,Nanterre,2990970,48.89198,2.20675,France,city,https://ctad.parisnanterre.fr
57,Bibliothèque Nationale de France,http://d-nb.info/gnd/1080038-4,48.833604,2.375763,Austerlitz,6545265,48.83266,2.36794,France,city,http://www.bnf.fr/fr/acc/x.accueil.html
58,Université Lumière Lyon 2,http://d-nb.info/gnd/5098102-X,45.750736,4.837229,Lyon,2996944,45.74846,4.84671,France,city,http://www.univ-lyon2.fr
59,Université Jean Moulin Lyon 3,http://d-nb.info/gnd/1047109-1,45.748137,4.860366,Lyon,2996944,45.74846,4.84671,France,city,http://www.univ-lyon3.fr
60,UMR 5648 CIHAM (Centre interuniversitaire d'histoire et d'archéologie médiévale),http://d-nb.info/gnd/5098102-X,45.750736,4.837229,Lyon,2996944,45.74846,4.84671,France,city,http://www.univ-lyon2.fr/recherche/la-recherche-a-lyon-2/histoire-archeologie-litteratures-des-mondes-chretiens-et-musulmans-medievaux-ciham-umr-5648--296195.kjsp?RH=ZYZYZYZYZYZYZYZYZYZYZY
61,UMR 8584 LEM (Laboratoire d'étude sur les monothéismes),,48.831061,2.340174,Paris,2988507,48.85341,2.3488,France,city,http://lem.vjf.cnrs.fr/?lang=fr
62,Laboratoire d'excellence HASTEC (Histoire et anthropologie des sciences techniques et croyances),,48.831061,2.340174,Paris,2988507,48.85341,2.3488,France,city,https://labexhastec-psl.ephe.fr
63,Bibliothèque de l'Arsenal,http://d-nb.info/gnd/1056486-X,48.850311,2.36361,Paris,2988507,48.85341,2.3488,France,city,http://www.bnf.fr/fr/la_bnf/sites/a.site_bibliotheque_arsenal.html
64,Université de Montpellier 3,,43.631575,3.870542,Castelnau-le-Lez,3028337,43.63333,3.9,France,city,https://www.univ-montp3.fr
65,Bibliothèque municipale de Rouen,http://d-nb.info/gnd/1032332-6,49.431302,1.08378,Rouen,2982652,49.44313,1.09932,France,city,https://www.rouen.fr/adresse/bibliotheque-villon
66,Centre Flaubert de l'Université de Rouen,http://d-nb.info/gnd/6077726-6,49.458426,1.067995,Rouen,2982652,49.44313,1.09932,France,city,http://flaubert.univ-rouen.fr
67,Institut Ausonius Université Bordeaux Montaigne,http://d-nb.info/gnd/5515436-0,44.795424,-0.616349,Bordeaux,3031582,44.84044,-0.5805,France,city,http://www.u-bordeaux-montaigne.fr/fr/recherche/equipes_de_recherche/ausonius.html
68,Centre d'Études Supérieures de la Renaissance,http://d-nb.info/gnd/1019899-4,47.391996,0.682313,Tours,2972191,47.38333,0.68333,France,city,http://cesr.univ-tours.fr
69,Bibliothèque municipale de Tours,http://d-nb.info/gnd/1086970012,47.397311,0.687969,Tours,2972191,47.38333,0.68333,France,city,http://www.bm-tours.fr/
70,École de l’Innovation et de l’Expertise Informatique (EPITECH),,45.756988,4.857023,Lyon,2996944,45.74846,4.84671,France,city,http://www.epitech.eu
71,École Nationale Supérieure des Sciences de l'Information et des Bibliothèques (ENSSIB),http://d-nb.info/gnd/5239171-1,45.780139,4.862513,Villeurbanne,2968254,45.76667,4.88333,France,city,http://www.enssib.fr
72,Université Blaise Pascal,http://d-nb.info/gnd/4579775-4,45.764098,3.112335,Aubière,3036364,45.75157,3.11251,France,city,http://www.univ-bpclermont.fr
73,Musée Condé,http://d-nb.info/gnd/1033853-6,49.193851,2.485204,Chantilly,3026827,49.19461,2.47124,France,city,http://www.domainedechantilly.com/fr/
74,Christophorus Records,,0,0,Freiburg,2925177,47.9959,7.85222,Germany,city,http://www.christophorus-records.de/v2.php
75,University of Freiburg,https://d-nb.info/gnd/2024338-8 ,47.993554,7.845954,Freiburg,2925177,47.9959,7.85222,Germany,city,https://uni-freiburg.de/
76,University Library Freiburg,,47.9942675859479,7.84486587658301,Freiburg,2925177,47.9959,7.85222,Germany,city,https://www.ub.uni-freiburg.de/
77,Institut für Dokumentologie und Editorik,http://d-nb.info/gnd/6521152-2,50.926418,6.929773,Cologne,2886242,50.93333,6.95,Germany,city,https://www.i-d-e.de/
78,Frankfurter Goethehaus,http://d-nb.info/gnd/2010762-6,50.111227,8.677608,Frankfurt am Main,2925533,50.110924,8.682127,Germany,city,http://www.goethehaus-frankfurt.de
79,Institute for the History of German Jews,http://d-nb.info/gnd/2013616-X,53.569799,9.975629,Eimsbüttel,2911293,53.56667,9.98333,Germany,city,http://www.igdj-hh.de/home-175.html
80,University of Münster,http://d-nb.info/gnd/36175-6,51.96148,7.6237,Münster,2867543,51.96236,7.62571,Germany,city,https://www.uni-muenster.de/en/
81,University of Leipzig,http://d-nb.info/gnd/2024343-1,51.338576,12.378464,Leipzig,2879139,51.33962,12.37129,Germany,city,https://www.uni-leipzig.de/en/
82,University of Göttingen,http://d-nb.info/gnd/1044306068,51.5434,9.9358,Göttingen,2918632,51.53443,9.93228,Germany,city,http://www.uni-goettingen.de/en/1.html
83,Stadtarchiv Göttingen,http://d-nb.info/gnd/605206-X,51.52843,9.940511,Göttingen,2918632,51.53443,9.93228,Germany,city,http://www.stadtarchiv.goettingen.de/
84,University of Augsburg,http://d-nb.info/gnd/7871-2,48.3351,10.8973,Göggingen,2919525,48.33746,10.86482,Germany,city,https://www.uni-augsburg.de/en/
85,University of Würzburg,http://d-nb.info/gnd/36189-6,49.7827,9.9677,Wurzburg,2805615,49.79391,9.95121,Germany,city,https://www.uni-wuerzburg.de/en/ueber/university/
86,University of Tübingen,http://d-nb.info/gnd/36187-2,48.529478,9.04377,Tübingen,2820860,48.52266,9.05222,Germany,city,https://www.uni-tuebingen.de/en/university.html
87,Musikwissenschaftliches Institut der Universität Tübingen,http://d-nb.info/gnd/36187-2,48.52031,9.057021,Tübingen,2820860,48.52266,9.05222,Germany,city,http://www.uni-tuebingen.de/fakultaeten/philosophische-fakultaet/fachbereiche/altertums-und-kunstwissenschaften/mwi/aktuell.html
88,University of Heidelberg,http://d-nb.info/gnd/2024349-2,49.419145,8.670253,Heidelberg,2907911,49.40768,8.69079,Germany,city,https://www.uni-heidelberg.de/index_e.html
89,Heidelberg University Library,http://d-nb.info/gnd/2002498-8,49.409743,8.705888,Heidelberg,2907911,49.40768,8.69079,Germany,city,http://www.ub.uni-heidelberg.de/Englisch/Welcome.html
90,University of Trier,http://d-nb.info/gnd/2153481-0,49.745762,6.688459,Tarforst,2823992,49.74157,6.69196,Germany,city,https://www.uni-trier.de/index.php?id=58229&L=2
91,University of Hamburg,http://d-nb.info/gnd/35534-3,53.566567,9.984614,Hamburg,2911298,53.57532,10.01534,Germany,city,https://www.uni-hamburg.de/en.html
92,Südwest-Rundfunk Tübingen,,48.522776,9.066659,Tübingen,2820860,48.52266,9.05222,Germany,city,https://www.swr.de/unternehmen/organisation/standorte-studio-tuebingen/-/id=7687068/did=7938418/nid=7687068/eurjnr/index.html
93,Leipzig University Library,http://d-nb.info/gnd/30026-3,51.332497,12.368185,Leipzig,2879139,51.33962,12.37129,Germany,city,https://www.ub.uni-leipzig.de/start/
94,Herzog August Bibliothek Wolfenbüttel,http://d-nb.info/gnd/1072988283,52.1647,10.5304,Auguststadt,2954132,52.16396,10.52469,Germany,city,http://www.hab.de/en/home.html
95,Heinrich-Heine-Institut Düsseldorf,http://d-nb.info/gnd/2062050-0,51.222277,6.77287,Dusseldorf,2934246,51.22172,6.77616,Germany,city,https://www.duesseldorf.de/heineinstitut/
96,Berlin-Brandenburgische Akademie der Wissenschaften,http://d-nb.info/gnd/2131094-4,52.51407,13.39422,Berlin,2950159,52.52437,13.41053,Germany,city,http://www.bbaw.de
97,Bayerische Staatsbibliothek,http://d-nb.info/gnd/2068538-5,48.1478,11.5802,Maxvorstadt,6940468,48.14702,11.56903,Germany,city,https://www.bsb-muenchen.de
98,Historische Kommission bei der Bayerischen Akademie der Wissenschaften,http://d-nb.info/gnd/2028047-6,48.14161,11.58107,München,6559171,48.13452,11.571,Germany,city,https://www.historischekommission-muenchen.de/startseite.html
99,Bayerisches Hauptstaatsarchiv,http://d-nb.info/gnd/2005486-5 ,48.14617,11.58079,München,6559171,48.13452,11.571,Germany,city,https://www.gda.bayern.de/archive/hauptstaatsarchiv/
100,Akademie der Wissenschaften und der Literatur Mainz,http://d-nb.info/gnd/16325235-X,49.9945,8.2672,Mainz,8128529,49.98625,8.26447,Germany,city,http://www.adwmainz.de/startseite.html
101,Goethe Universität Frankfurt am Main,http://d-nb.info/gnd/35074-6,50.120557,8.653013,Bockenheim,2947354,50.12498,8.64538,Germany,city,http://www.goethe-university-frankfurt.de/en?locale=en
102,Universität Freiburg,http://d-nb.info/gnd/2038600-X,47.994875,7.846739,Freiburg,2925177,47.9959,7.85222,Germany,city,https://www.uni-freiburg.de
103,Ludwig-Maximilians-Universität München,http://d-nb.info/gnd/2002585-3,48.150857,11.581044,Maxvorstadt,6940468,48.14702,11.56903,Germany,city,https://www.en.uni-muenchen.de/index.html
104,SUB Göttingen,http://d-nb.info/gnd/2020450-4,51.533836,9.932205,Göttingen,2918632,51.53443,9.93228,Germany,city,https://www.sub.uni-goettingen.de/sub-aktuell/
105,Bildarchiv Foto Marburg,http://d-nb.info/gnd/4655897-4,50.809739,8.774703,Marburg,2873759,50.80904,8.77069,Germany,city,http://www.fotomarburg.de
106,Städel Museum,http://d-nb.info/gnd/5313082-0,50.103094,8.674058,Frankfurt am Main,2925533,50.110924,8.682127,Germany,city,http://www.staedelmuseum.de/en
107,Historisches Museum Frankfurt am Main,http://d-nb.info/gnd/2012173-8,50.109285,8.682487,Frankfurt am Main,2925533,50.110924,8.682127,Germany,city,https://historisches-museum-frankfurt.de
108,Max Planck Institute for the History of Science,http://d-nb.info/gnd/2143056-1,52.445403,13.277609,Berlin,2950159,52.52437,13.41053,Germany,city,https://www.mpiwg-berlin.mpg.de
109,Cologne Center for eHumanities,http://d-nb.info/gnd/111645341X,50.926364,6.929763,Cologne,2886242,50.93333,6.95,Germany,city,http://cceh.uni-koeln.de
110,University of Paderborn,http://d-nb.info/gnd/64857-7,51.708209,8.771941,Paderborn,2855745,51.71905,8.75439,Germany,city,https://www.uni-paderborn.de/en/university/
111,Staatsbibliothek Berlin Preußischer Kulturbesitz,http://d-nb.info/gnd/5036103-X,52.517518,13.390997,Berlin,2950159,52.52437,13.41053,Germany,city,http://staatsbibliothek-berlin.de/en/
112,Geheimes Staatsarchiv Preußischer Kulturbesitz,http://d-nb.info/gnd/2122805-X,52.46128,13.292625,Berlin,2950159,52.52437,13.41053,Germany,city,http://www.gsta.spk-berlin.de/
113,Humboldt-Universität zu Berlin,http://d-nb.info/gnd/1220138-8,52.517889,13.393661,Berlin,2950159,52.52437,13.41053,Germany,city,https://www.hu-berlin.de/en/
114,Berlin City Museum Foundation,http://d-nb.info/gnd/2151979-1,52.516164,13.406982,Berlin,2950159,52.52437,13.41053,Germany,city,https://www.stadtmuseum.de/
115,Klassik Stiftung Weimar,http://d-nb.info/gnd/6045529-9,50.980289,11.332184,Weimar,2812482,50.9803,11.32903,Germany,city,https://www.klassik-stiftung.de/start/
116,Thüringer Universitäts- und Landesbibliothek,http://d-nb.info/gnd/5053491-9,50.930577,11.587758,Jena,2895044,50.92878,11.5899,Germany,city,http://www.thulb.uni-jena.de
117,Landesarchiv Thüringen - Staatsarchiv Greiz,http://d-nb.info/gnd/1119456932,50.660061,12.196998,Greiz,6551044,50.6577,12.19047,Germany,city,http://www.thueringen.de/th1/tsk/kultur/staatsarchive/standorte/greiz/index.aspx
118,Friedrich-Schiller-Universität Jena,http://d-nb.info/gnd/36164-1,50.929545,11.589813,Jena,2895044,50.92878,11.5899,Germany,city,https://www.uni-jena.de
119,Monumenta Germaniae Historica,http://d-nb.info/gnd/2043215-X,48.148141,11.580466,München,6559171,48.13452,11.571,Germany,city,http://www.mgh.de
120,Beethoven-Haus Bonn,http://d-nb.info/gnd/2085343-9,50.736873,7.101201,Bonn,2946447,50.73438,7.09549,Germany,city,https://www.beethoven.de/home
121,Detmold Hochschule für Musik,http://d-nb.info/gnd/5073685-1,51.930908,8.876223,Detmold,2937936,51.93855,8.87318,Germany,city,http://www.hfm-detmold.de/
122,Oberlausitzische Bibliothek der Wissenschaften Görlitz,http://d-nb.info/gnd/5049269-X,51.155918,14.992386,Görlitz,2918987,51.15518,14.98853,Germany,city,https://www.goerlitzer-sammlungen.de/
123,St. Nikolaus-Hospital Cusanusstift,http://d-nb.info/gnd/2021192-2,49.916023,7.071228,Bernkastel-Kues,2949998,49.91602,7.07664,Germany,city,http://www.cusanus.de/
124,Dioezesanarchiv Eichstaett,http://d-nb.info/gnd/1056576-0,48.891373,11.185397,Eichstätt,2932069,48.88854,11.19675,Germany,city,http://www.bistum-eichstaett.de/dioezesanarchiv/
125,Universitätsbibliothek Frankfurt am Main,http://d-nb.info/gnd/10096915-X,50.120632,8.653032,Frankfurt am Main,2925533,50.110924,8.682127,Germany,city,http://www.ub.uni-frankfurt.de/zentrale/
126,Schopenhauer-Gesellschaft e. V.,http://d-nb.info/gnd/16299353-5,50.120426,8.653333,Frankfurt am Main,2925533,50.110924,8.682127,Germany,city,http://schopenhauer.de/
127,Staatsarchiv Würzburg,http://d-nb.info/gnd/2005359-9,49.790912,9.934357,Würzburg,2805615,49.79391,9.95121,Germany,city,http://sgv.bistum-wuerzburg.de/
128,Deutsches Literaturarchiv Marbach,http://d-nb.info/gnd/10155895-8,48.936284,9.255889,Marbach,2873784,50.81576,8.74624,Germany,city,http://www.dla-marbach.de/
129,Germanistisches Seminar Universität Heidelberg,http://d-nb.info/gnd/5108581-1,49.412654,8.712931,Heidelberg,2907911,49.40768,8.69079,Germany,city,https://www.gs.uni-heidelberg.de/
130,Theodor Springmann Stiftung,http://d-nb.info/gnd/10077394-1,49.41643,8.716131,Heidelberg,2907911,49.40768,8.69079,Germany,city,https://www.stiftungen.org/de/unsere-demokratie/demokratie-stifter/detail/organization/theodor-springmann-stiftung.html
131,Institut für Geschichte der Medizin der Robert Bosch Stiftung,http://d-nb.info/gnd/2076433-9,48.7776,9.20036,Stuttgart,2825297,48.78232,9.17702,Germany,city,https://www.igm-bosch.de/home.html
132,Archaeological Museum of Thessaloniki,http://d-nb.info/gnd/1084729-7,40.625243,22.953826,Thessaloniki,734077,40.64361,22.93086,Greece,city,https://www.amth.gr/en
133,Aristotle University of Thessaloniki,http://d-nb.info/gnd/37764-8,40.630841,22.959209,Thessaloniki,734077,40.64361,22.93086,Greece,city,https://www.auth.gr/en
134,Heraklion Archaeological Museum,http://d-nb.info/gnd/2068055-7,35.338818,25.137012,Heraklion,261745,35.32787,25.14341,Greece,city,http://heraklionmuseum.gr/
135,Archaeological Museum of Chania,,35.515491,24.017716,Chania,260114,35.51124,24.02921,Greece,city,http://chaniamuseum.culture.gr/
136,National Archaeological Museum of Athens,,37.989031,23.732761,Athens,264371,37.97945,23.71622,Greece,city,http://www.namuseum.gr/
137,Archaeological Museum of Thebes,http://d-nb.info/gnd/4224921-1,38.323799,23.317204,Thebes,252910,38.325,23.31889,Greece,city,https://www.mthv.gr/
138,Archaeological Museum of Nafplio,,37.566116,22.796278,Nafplio,256637,37.56863,22.80691,Greece,city,http://www.nafplio.gr/moyseiamenu/arxaiologikommenu.html
139,Archaeological Site of Tiryns,,37.599714,22.79962,Tiryns,252849,37.5972,22.80011,Greece,city,https://www.gtp.gr/TDirectoryDetails.asp?ID=15304
140,National and University Library of Iceland,http://d-nb.info/gnd/5246547-0,64.142973,-21.950709,Reykjavík,3413829,64.13548,-21.89541,Iceland,city,https://landsbokasafn.is/index.php/english
141,Indian Ministry of Culture,,28.6162,77.2158,New Delhi,1273294,28.65195,77.23149,India,city,http://www.indiaculture.nic.in
142,Maynooth University,http://d-nb.info/gnd/16033067-1,53.383885,-6.600075,Maynooth,2962668,53.385,-6.59361,Ireland,city,https://www.maynoothuniversity.ie
143,University College Dublin,http://d-nb.info/gnd/5283001-9,53.307297,-6.21907,Dublin,2964574,53.33306,-6.24889,Ireland,city,http://www.ucd.ie
144,Trinity College Dublin,http://d-nb.info/gnd/1010756-3,53.34381,-6.254567,Dublin,2964574,53.33306,-6.24889,Ireland,city,http://www.tcd.ie/
145,Royal Irish Academy,http://d-nb.info/gnd/37842-2,53.340705,-6.258219,Dublin,2964574,53.33306,-6.24889,Ireland,city,https://www.ria.ie/
146,National University of Ireland,http://d-nb.info/gnd/260703-7,53.338538,-6.247104,Dublin,2964574,53.33306,-6.24889,Ireland,city,http://www.nui.ie
147,University College Cork,http://d-nb.info/gnd/260719-0,51.892008,-8.493452,Cork,2965140,51.89797,-8.47061,Ireland,city,https://www.ucc.ie/en/
148,Irish Centre for High End Computing,http://d-nb.info/gnd/16336322-5,53.341879,-6.239255,Dublin,2964574,53.33306,-6.24889,Ireland,city,https://www.ichec.ie
149,The Israel Museum,,31.772123,35.204083,Jerusalem,281184,31.76904,35.21633,Israel,city,http://www.imj.org.il/en
150,Archivio Capitolare della Diocesi di Luni,,44.112912,9.963057,Sarzana,3167104,44.11178,9.9622,Italy,city,http://www.niccolov.it/biblioteca-
151,Università degli Studi di Torino,http://d-nb.info/gnd/262196-4,45.069437,7.688894,Turin,3165524,45.07049,7.68682,Italy,city,https://www.unito.it
152,Università degli Studi di Genova,http://d-nb.info/gnd/16007089-2,44.414918,8.926728,Genova,3176219,44.40478,8.94439,Italy,city,https://unige.it
153,Università degli Studi di Siena ad Arezzo,,43.4623,11.8734,Arezzo,3182884,43.46276,11.88068,Italy,city,https://www.unisi.it/altre-strutture/arezzo
154,Università degli Studi di Roma La Sapienza,http://d-nb.info/gnd/5049421-1,41.9004,12.5125,Roma,3169070,41.89193,12.51133,Italy,city,http://www.uniroma1.it
155,Università degli Studi di Pavia,http://d-nb.info/gnd/40464-0,45.1979,9.1728,Pavia,3171366,45.19205,9.15917,Italy,city,http://www.unipv.eu/site/home.html
156,Università degli Studi di Bergamo,http://d-nb.info/gnd/1057906557,45.704445,9.660292,Bergamo,3182164,45.69601,9.66721,Italy,city,https://www.unibg.it
157,Università degli Studi di Bologna,http://d-nb.info/gnd/112454-7,44.496899,11.351758,Bologna,3181928,44.49381,11.33875,Italy,city,http://www.unibo.it/en/homepage
158,Biblioteca Comunale dell'Archiginnasio di Bologna,http://d-nb.info/gnd/41595-9,44.491984,11.343419,Bologna,3181928,44.49381,11.33875,Italy,city,http://www.archiginnasio.it/
159,Università di Pisa,http://d-nb.info/gnd/5007653-X,43.716729,10.398863,Pisa,3170647,43.70853,10.4036,Italy,city,https://www.unipi.it
160,Società Dantesca Italiana,http://d-nb.info/gnd/1018004-7,43.7714,11.2551,Firenze,3176959,43.77925,11.24626,Italy,city,http://dantesca.org/cms/
161,Fondazione Niccolò Canussio,http://d-nb.info/gnd/5526415-3,46.0957,13.4291,Cividale del Friuli,3178605,46.09019,13.42861,Italy,city,http://www.fondazionecanussio.org
162,British School at Rome,http://d-nb.info/gnd/1009986-4,41.918599,12.481349,Pinciano,7521561,41.91151,12.47935,Italy,city,http://www.bsr.ac.uk
163,Archivio di Stato di Prato,http://d-nb.info/gnd/10173239-9,43.88017,11.09544,Prato,3169921,43.8805,11.09699,Italy,city,http://www.archiviodistato.prato.it
164,European University Institute,http://d-nb.info/gnd/1228587-0,43.803081,11.282946,Ponte alla Badia,8956573,43.8039,11.2797,Italy,city,https://www.eui.eu
165,Scuola Normale Superiore di Pisa,http://d-nb.info/gnd/1086257758,43.719591,10.400328,Pisa,3170647,43.70853,10.4036,Italy,city,https://en.sns.it
166,Èulogos S.p.A.,,41.933631,12.537019,Monte Sacro,3169706,41.93333,12.53333,Italy,city,http://www.eulogos.net
167,Istituto di Linguistica Computazionale (ILC),http://d-nb.info/gnd/108593411X,43.719255,10.423982,Pisa,3170647,43.70853,10.4036,Italy,city,http://www.ilc.cnr.it
168,Archivio Storico della Pontificia Università Gregoriana,,41.899002,12.484645,Pigna,6545151,41.89635,12.48463,Italy,city,https://www.unigre.it/Archivio/archivio_it.php
169,Istituto di Informatica e Telematica (IIT),,43.71925,10.423993,Pisa,3170647,43.70853,10.4036,Italy,city,http://www.iit.cnr.it
170,Istituto di Teoria e Tecniche dell’Informazione Giuridica (ITTIG-CNR),http://d-nb.info/gnd/10162236-3,43.79176,11.228091,Firenze,3176959,43.77925,11.24626,Italy,city,http://www.ittig.cnr.it
171,Kunsthistorisches Institut in Florenz - Max-Planck-Institut,http://d-nb.info/gnd/2016695-3,43.777317,11.263905,Firenze,3176959,43.77925,11.24626,Italy,city,https://www.khi.fi.it/Startseite
172,Casa Editrice Leo S. Olschki,http://d-nb.info/gnd/4240918-4,43.757048,11.304235,Firenze,3176959,43.77925,11.24626,Italy,city,https://www.olschki.it
173,Biblioteca Nazionale Centrale di Firenze,http://d-nb.info/gnd/1003299-X,43.767122,11.262353,Firenze,3176959,43.77925,11.24626,Italy,city,http://www.bncf.firenze.sbn.it/
174,Biblioteca Medicea Laurenziana,http://d-nb.info/gnd/1019149-5,43.774359,11.254045,Firenze,3176959,43.77925,11.24626,Italy,city,https://www.bmlonline.it/
175,Università degli Studi di Palermo,http://d-nb.info/gnd/36305-4,38.11779,13.369839,Palermo,2523920,38.13205,13.33561,Italy,city,http://www.unipa.it
176,Archivio Storico Comunale di Vercelli,http://d-nb.info/gnd/5309239-9,45.32291,8.421382,Vercelli,3164565,45.32163,8.41989,Italy,city,http://www.asvercelli.beniculturali.it/
177,Archivio Capitolare di Vercelli,http://d-nb.info/gnd/5309278-8,45.329724,8.423083,Vercelli,3164565,45.32163,8.41989,Italy,city,http://tesorodelduomovc.it/
178,Biblioteca Casanatense,http://d-nb.info/gnd/1023158-4,41.898828,12.479341,Roma,3169070,41.89193,12.51133,Italy,city,http://www.casanatense.it/it/
179,Università di Macerata,http://d-nb.info/gnd/1025471-7,43.2992,13.449858,Macerata,3174380,43.29789,13.45293,Italy,city,https://www.unimc.it/en
180,Biblioteca Apostolica Vaticana,http://d-nb.info/gnd/1003302-6,41.903898,12.450101,Città del Vaticano,6691831,41.90268,12.45414,Stato della Città del Vaticano,city,https://www.vatlib.it/
181,Koninklijke Nederlandse Akademie Van Wetenschappen,https://d-nb.info/gnd/37531-7 ,52.3715388210675,4.89944081912825,Amsterdam,2759794,52.37403,4.88969,Netherlands,city,https://www.knaw.nl/nl
182,University of Utrecht,http://d-nb.info/gnd/5570633-2,52.090151,5.122598,Utrecht,2745912,52.09083,5.12222,Netherlands,city,https://www.uu.nl/en
183,Nationaal Archief,http://d-nb.info/gnd/10041732-2,52.080727,4.326424,Den Haag,2747373,52.07667,4.29861,Netherlands,city,http://www.nationaalarchief.nl
184,Huygens ING,http://d-nb.info/gnd/16344478-X,52.081982,4.326968,Amsterdam,2759794,52.37403,4.88969,Netherlands,city,https://www.huygens.knaw.nl/?lang=en
185,Leiden University Library,http://d-nb.info/gnd/1010700-9,52.157326,4.481431,Leiden,2751773,52.15833,4.49306,Netherlands,city,https://www.bibliotheek.universiteitleiden.nl/
186,University of Wellington,http://d-nb.info/gnd/5045706-8,-41.28923,174.7677,Kelburn,2188922,-41.28333,174.76667,New Zealand,city,https://www.victoria.ac.nz
187,University of Oslo,http://d-nb.info/gnd/1013645-9,59.9405,10.7209,Blindern,3160966,59.93743,10.71819,Norway,city,http://www.uio.no/english/
188,National Library of Norway,http://d-nb.info/gnd/2165809-2,59.9148,10.7174,Frogner,6940545,59.91924,10.70892,Norway,city,http://www.nb.no/English
189,Hebrew University of Jerusalem,http://d-nb.info/gnd/2023678-5,31.794558,35.241395,Nayot,9204036,31.79589,35.24517,Palestine,city,http://new.huji.ac.il/en
190,University of Warsaw,,52.240339,21.018698,Powiśle,761340,52.23834,21.02839,Poland,city,http://en.uw.edu.pl
191,Archiwum Archidiecezji Warmińskiej,,53.77798,20.487141,Olsztyn,763166,53.77995,20.49416,Poland,city,http://archwarmia.pl/instytucje/archiwum-archidiecezji-warminskiej/
192,Muzeum Narodowe w Krakowie,http://d-nb.info/gnd/1021512-8,50.060494,19.923743,Kraków,3094802,50.06143,19.93658,Poland,city,http://mnk.pl/
193,Biblioteka Czartoryskich,http://d-nb.info/gnd/2069205-5,50.063863,19.939637,Kraków,3094802,50.06143,19.93658,Poland,city,http://www.muzeum-czartoryskich.krakow.pl/
194,Staatsarchive Łódź,,51.776188,19.454555,Łódź,3093133,51.75,19.46667,Poland,city,http://www.lodz.ap.gov.pl/
195,Narodowy Instytut Fryderyka Chopina,http://d-nb.info/gnd/6123664-0,52.236427,21.022191,Powiśle,761340,52.23834,21.02839,Poland,city,http://en.chopin.nifc.pl/institute/
196,University of Wrocław,,51.114011,17.034477,Stare Miasto,8425992,51.11034,17.03714,Poland,city,https://international.uni.wroc.pl/en/s3.php
197,National Library in Warsaw,,52.213661,21.003452,Filtry,8425839,52.21878,20.99655,Poland,city,http://bn.org.pl/en/
198,Universidade de Lisboa,http://d-nb.info/gnd/13666-9,38.752662,-9.158259,Lisbon,2267057,38.71667,-9.13333,Portugal,city,http://www.letras.ulisboa.pt/pt/
